"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000164612","0.25","0000001027","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Alpine Skiing W","This is not a regular activity course. Only students participating in;intercollegiate alpine skiing can register for this course.","172","","False","False","","3","","","O","20253","Intercollegiate Skiing for Women","Research","2025"
"0000164613","0.25","0000001028","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Matt McDonald","","S","100","999","Intercol Baseball","This is not a regular activity course. Only students participating in;intercollegiate baseball can register for this course.","173","","False","False","","3","","","O","20253","Intercollegiate Baseball","Research","2025"
"0000164614","0.25","0000001029","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Daniel Kosmoski","","S","100","999","Intercol Basketball M","This is not a regular activity course. Only students participating in;intercollegiate basketball can register for this course.","174","","False","False","","3","","","O","20253","Intercollegiate Basketball for Men","Research","2025"
"0000164615","0.25","0000001030","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Basketball W","This is not a regular activity course. Only students participating in;intercollegiate basketball can register for this course.","175","","False","False","","3","","","O","20253","Intercollegiate Basketball for Women","Research","2025"
"0000164616","0.25","0000001037","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol CC Skiing M","This is not a regular activity course. Only students participating in;intercollegiate cross-country skiing can register for this course.","182","","False","False","","3","","","O","20253","Intercollegiate Cross-Country Skiing for Men","Research","2025"
"0000164617","0.25","0000001038","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol CC Skiing W","This is not a regular activity course. Only students participating in;intercollegiate cross-country skiing can register for this course.","183","","False","False","","3","","","O","20253","Intercollegiate Cross-Country Skiing for Women","Research","2025"
"0000164618","0.25","0000001036","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Hockey Men","This is not a regular activity course. Only students participating in;intercollegiate hockey can register for this course.","181","","False","False","","3","","","O","20253","Intercollegiate Hockey for Men","Research","2025"
"0000164619","0.25","0000001025","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Hockey Women","This is not a regular activity course. Only students participating in;intercollegiate hockey can register for this course.","170","","False","False","","3","","","O","20253","Intercollegiate Hockey for Women","Research","2025"
"0000164620","0.25","0000001041","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Kayla R. Hatting","","S","100","999","Intercol Softball","This is not a regular activity course. Only students participating in;intercollegiate softball can register for this course.","186","","False","False","","3","","","O","20253","Intercollegiate Softball","Research","2025"
"0000164621","0.25","0000001042","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Bob Hauck","","S","100","999","Intercol Swimming M","This is not a regular activity course. Only students participating in;intercollegiate swimming can register for this course.","187","","False","False","","3","","","O","20253","Intercollegiate Swimming for Men","Research","2025"
"0000164622","0.25","0000001043","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Bob Hauck","","S","100","999","Intercol Swimming W","This is not a regular activity course. Only students participating in;intercollegiate swimming can register for this course.","188","","False","False","","3","","","O","20253","Intercollegiate Swimming for Women","Research","2025"
"0000164623","0.25","0000001044","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Tennis Men","This is not a regular activity course. Only students participating in;intercollegiate tennis can register for this course.","189","","False","False","","3","","","O","20253","Intercollegiate Tennis for Men","Research","2025"
"0000164624","0.25","0000001045","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Tennis Women","This is not a regular activity course. Only students participating in;intercollegiate tennis can register for this course.","190","","False","False","","3","","","O","20253","Intercollegiate Tennis for Women","Research","2025"
"0000164625","0.25","0000001046","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Track Men","This is not a regular activity course. Only students participating in;intercollegiate track can register for this course.","191","","False","False","","3","","","O","20253","Intercollegiate Track for Men","Research","2025"
"0000164626","0.25","0000001047","KINES","Students competing in intercollegiate athletics may use the season of participation in a varsity sport for 0.25 course credit in kinesiology. This 0.25 course can satisfy the Active Body graduation requirement. Only one 0.25 intercollegiate athletics course credit can be applied toward the 35.00 credits required for graduation. Fall: varsity football, soccer, cross-country, women's volleyball; spring: remainder of intercollegiate sports. Participants in club sports are not eligible for academic credit. Students must register for the course during the competitive season, not afterward.","0","","SPM;ACB","","","","Cindy Book","","S","100","999","Intercol Track Women","This is not a regular activity course. Only students participating in;intercollegiate track can register for this course.","192","","False","False","","3","","","O","20253","Intercollegiate Track for Women","Research","2025"
"0000164627","1.0","0000000243","CHIN","This course is for students who have successfully completed CHIN 231 or students with equivalent previous Chinese learning experiences. It aims to further enhance students' proficiency in all four language skills (speaking, listening, reading, and writing) as well as knowledge of various Chinese communities and cross-cultural communications. Students should achieve the Intermediate Medium/High level on the ACTFL proficiency scale. Students attend three classes and one laboratory weekly. Offered annually in the spring semester. Prerequisite: CHIN 231 or placement.","0","","FOL-C;WLC","0000000243","","","Hsiang-Lin Shih","","S","200","20","Intermed Chinese II","Students in Chinese 232 must also register for one lab Chinese 232 lab.","232","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:05'}","False","CHIN 231 or placement.","","3","","","O","20253","Intermediate Chinese II","Research","2025"
"0000164628","0.0","0000000244","CHIN","","0","","","0000000243","","","Staff","","S","200","20","Intermed Chinese II Lab","Chinese labs meeting times are now flexible and will be determined by the;availability of the leaders and the registered students.","232","","False","False","","3","","","O","20253","","Lab","2025"
"0000164629","1.0","0000000480","FREN","Students explore questions of identity in the wider Francophone world through reading, discussing, and analyzing a wide variety of texts, including cultural documents, short biographical pieces, literary texts, and films. They consolidate their language skills and continue to develop their ability to analyze and communicate in French by engaging in interactive group activities, making oral presentations, and writing essays. They also work to expand their vocabulary and to review the French verb system and other key grammatical structures. Offered each semester. Prerequisite: FREN 231 or placement.","0","","FOL-F;MCG;GHS;WLC","","","","Cedric Briand","","S","200","24","Intermed French II","","232","{'day': 'Mo', 'end': '11:40', 'location': 'TBA', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TBA', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TBA', 'start': '10:45'}","False","FREN 231 or placement.","B","3","","","O","20253","Intermediate French II","Research","2025"
"0000164630","1.0","0000000480","FREN","Students explore questions of identity in the wider Francophone world through reading, discussing, and analyzing a wide variety of texts, including cultural documents, short biographical pieces, literary texts, and films. They consolidate their language skills and continue to develop their ability to analyze and communicate in French by engaging in interactive group activities, making oral presentations, and writing essays. They also work to expand their vocabulary and to review the French verb system and other key grammatical structures. Offered each semester. Prerequisite: FREN 231 or placement.","0","","FOL-F;MCG;GHS;WLC","","","","Cedric Briand","","S","200","24","Intermed French II","","232","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:05'}","False","FREN 231 or placement.","A","3","","","O","20253","Intermediate French II","Research","2025"
"0000164631","1.0","0000000509","GERM","Students continue to explore life in German-speaking countries, using cultural readings, films, and other authentic materials to develop vocabulary and composition skills. Drafting short reports enables students to practice writing skills for paragraph-length discourse. Selected grammar topics are reviewed as needed. Open to first-year students. Taught in German. Offered annually in the spring semester. Prerequisite: GERM 231 or by placement test.","0","","FOL-G;GHS;WLC","","","","Nora Vosburg","","S","200","28","Intermed German II","Prerequisite: GERM 231 or by placement test.","232","{'day': 'Mo', 'end': '14:55', 'location': 'TOH 310', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'TOH 310', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'TOH 310', 'start': '14:00'}","False","GERM 231 or by placement test.","","3","","","O","20253","Intermediate German II","Research","2025"
"0000164632","1.0","0000000664","JAPAN","Students continue to develop the listening, speaking, reading and writing skills that enable them to deal not only with topics of daily life, but also cultural themes and authentic materials. Class meets four times weekly. Individual language laboratory visits are also required. Offered annually in the spring semester. Prerequisite: JAPAN 231 or equivalent.","0","","FOL-J;WLC","0000000664","","","Staff","","S","200","24","Intermed Japanese II","Students in Japanese 232 must also register for one lab Japanese 232 AL or BL.","232","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:05'}","False","JAPAN 231 or equivalent.","","3","","","O","20253","Intermediate Japanese II","Research","2025"
"0000164634","0.0","0000000665","JAPAN","","0","","","0000000664","","","Staff","","S","200","24","Intermed Japanese II Lab","","232","{'day': 'Th', 'end': '10:20', 'location': 'TBA', 'start': '09:35'}","False","False","A","3","","","O","20253","","Lab","2025"
"0000164635","0.0","0000000665","JAPAN","","0","","","0000000664","","","Staff","","S","200","24","Intermed Japanese II Lab","","232","{'day': 'Th', 'end': '11:20', 'location': 'TBA', 'start': '10:25'}","False","False","B","3","","","O","20253","","Lab","2025"
"0000164636","1.0","0000000926","NORW","Students improve proficiency in listening, speaking, reading, and writing, with an emphasis on communication as well as improved grammatical accuracy. Reading and discussion of authentic literary and cultural texts allow students to expand their vocabulary and knowledge of the Norwegian way of life. Offered each semester. Prerequisite: NORW 112 or by placement test.","0","","FOL-N;WLC","","","","Andrew J. Meyer","","S","200","24","Intermed Norwegian I","","231","{'day': 'Mo', 'end': '12:45', 'location': 'TBA', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TBA', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TBA', 'start': '11:50'}","False","NORW 112 or by placement test.","","3","","","O","20253","Intermediate Norwegian I","Research","2025"
"0000164637","1.0","0000000927","NORW","This course is a continuation of the approach of NORW 231, in which authentic cultural and literary texts provide the basis for writing and discussion on topics such as health, work, Norwegian history, society, politics, environmental issues, and minorities in Norway. Materials include a contemporary novel. Offered annually in the spring semester. Prerequisite: NORW 231 or by placement test.","0","","FOL-N;WLC","","","","Andrew J. Meyer","","S","200","24","Intermed Norwegian II","","232","{'day': 'Mo', 'end': '14:55', 'location': 'TOH 108', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'TOH 108', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'TOH 108', 'start': '14:00'}","False","NORW 231 or by placement test.","","3","","","O","20253","Intermediate Norwegian II","Research","2025"
"0000164638","1.0","0000001266","RUSSN","Students continue their grammar, oral, and written work with an emphasis on conversation and reading selections from classical and contemporary Russian authors. Class meets four times weekly. Offered annually in the spring semester. Also counts toward business and management studies concentration. Prerequisite: RUSSN 231 or equivalent.","0","","FOL-R;WLC","","","","Ashley Morse","","S","200","18","Intermed Russian II","","232","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 214', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TOH 214', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 214', 'start': '09:05'}","False","RUSSN 231 or equivalent.","","3","","","O","20253","Intermediate Russian II","Research","2025"
"0000164640","1.0","0000000122","BIO","Genetics examines relationships between genotype and phenotype in prokaryotic and eukaryotic organisms from classical and molecular perspectives. Lectures in this core course cover ideas and technologies contributing to understanding mechanisms of gene transmission and regulation. Laboratories utilize model organisms to investigate classical and molecular modes of inheritance. Students attend lectures plus one three-hour laboratory per week. Offered each semester. Counts as ""genetics"" core category. Prerequisites: BIO 150; and CHEM 125 or CHEM 122 or CH/BI 125.","0","","","0000000122","","","Lisa M. Bowers","","S","200","48","Intermediate Genetics","Students registered for BIO 233 A must also register for BIO 233 lab AL or BL.","233","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 410', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RNS 410', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RNS 410', 'start': '11:50'}","False","Prerequisites: BIO 150; and CHEM 125 or CHEM 122 or CH/BI 125.","A","3","","","O","20253","","Research","2025"
"0000164641","0.0","0000000123","BIO","","0","","","0000000122","","","Lisa M. Bowers","","S","200","24","Intermediate Genetics Lab","","233","{'day': 'Tu', 'end': '15:45', 'location': 'TBA', 'start': '12:45'}","False","False","B","3","","","O","20253","","Lab","2025"
"0000164643","0.0","0000000123","BIO","","0","","","0000000122","","","Lisa M. Bowers","","S","200","24","Intermediate Genetics Lab","","233","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 394', 'start': '08:00'}","False","False","A","3","","","O","20253","","Lab","2025"
"0000164644","0.25","0000033293","KINES","This course builds on basic swimming skills, providing instruction in more advanced swimming strokes while focusing on physical conditioning and aquatic safety. Offered annually. Prerequisite: KINES 121 or permission of instructor.","0","","SPM;ACB","","","","Bob Hauck","","S","100","20","Intermediate Swimming","","124","{'day': 'Tu', 'end': '11:00', 'location': 'SAC Pool', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SAC Pool', 'start': '09:30'}","False","KINES 121 or permission of instructor.","","3","","","O","20253","","Research","2025"
"0000164645","0.25","0000001023","KINES","This course is for students who can already serve, score, play the net, and know basic singles and doubles strategy. Prerequisite: KINES 157 or permission of instructor.","0","","SPM;ACB","","","2","Scott Nesbit","","S","100","16","Intermediate Tennis","This is a second-half of semester course.","158","{'day': 'Tu', 'end': '13:10', 'location': 'TBA', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TBA', 'start': '12:45'}","False","KINES 157 or permission of instructor.","","3","","","O","20253","","Research","2025"
"0000164646","0.25","0000000349","DANCE","International dance classes emphasize dance in its varied cultural contexts. This course surveys vernacular/community dance from around the world with emphasis on European and Near Eastern forms. May be repeated. P/N only. Ticket/transportation fee required. Offered annually.","0","","ALS-A;SPM;ACB","","","","Staff","","S","100","22","International Dance I","","109","{'day': 'Tu', 'end': '12:45', 'location': 'CAD Studio 3', 'start': '11:50'};{'day': 'Th', 'end': '13:40', 'location': 'CAD Studio 3', 'start': '12:45'}","True","False","","3","","","O","20253","International Dance I: A Survey","Research","2025"
"0000164649","0.25","0000000356","DANCE","Students focus intensively on the dance forms and styles of selected cultures chosen by the instructor in consultation with the students. Ticket/transportation fee required. May be repeated. P/N only. Offered periodically. Prerequisite: DANCE 108 or DANCE 109 or DANCE 124 or permission of instructor.","0","","ALS-A;SPM;ACB","","","","Staff","","S","200","22","Intl Dance II","","209","{'day': 'Mo', 'end': '13:50', 'location': 'CAD Studio 3', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'CAD Studio 3', 'start': '12:55'}","True","DANCE 108 or DANCE 109 or DANCE 124 or permission of instructor.","","3","","","O","20253","International Dance II: Selected Dance Cultures","Research","2025"
"0000164651","1.0","0000000485","FREN","Students read a variety of French literary texts. The course focuses on aspects of literary analysis, terminology, methodology, and literary history. Students develop critical skills through discussion and analytical writing. Taught in French. Offered annually. Prerequisite: FREN 232 or FREN 235, or equivalent.","0","","ALS-L;FOL-F;CRE;WLC","","","","Maria Vendetti","","S","200","20","Intro Literary Analy","Prerequisite: FREN 232 or FREN 235, or equivalent.","253","{'day': 'Tu', 'end': '13:10', 'location': 'TBA', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'TBA', 'start': '12:45'}","False","FREN 232 or FREN 235, or equivalent.","","3","","","O","20253","Introduction to Literary Analysis","Research","2025"
"0000164652","1.0","0000001325","SPAN","Students continue learning Spanish in an intercultural context. The course continues to examine the Spanish-speaking world through exploration of topics, for example: cities and urban life; housing; and the historical roots of culinary traditions and food production. In-class speaking, listening, reading, and writing activities are complemented by attendance at two required culture tables. Offered each semester and January Term. Does not count toward Spanish major. Prerequisite: SPAN 111 or placement into SPAN 112.","0","","","","","","Staff","","S","100","24","Intro Spanish Language/World II","Prerequisite: completion of Spanish placement test or preceding course.;Not open to seniors.","112","{'day': 'Mo', 'end': '13:50', 'location': 'TBA', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TBA', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TBA', 'start': '12:55'}","False","SPAN 111 or placement into SPAN 112.","C","3","0/0","","O","20253","Introduction to Spanish Language and the Spanish-Speaking World II","Research","2025"
"0000164653","1.0","0000001325","SPAN","Students continue learning Spanish in an intercultural context. The course continues to examine the Spanish-speaking world through exploration of topics, for example: cities and urban life; housing; and the historical roots of culinary traditions and food production. In-class speaking, listening, reading, and writing activities are complemented by attendance at two required culture tables. Offered each semester and January Term. Does not count toward Spanish major. Prerequisite: SPAN 111 or placement into SPAN 112.","0","","","","","","Kris A. Cropsey","","S","100","24","Intro Spanish Language/World II","Prerequisite: completion of Spanish placement test or preceding course.;Not open to seniors.","112","{'day': 'Mo', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TBA', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TBA', 'start': '09:05'}","False","SPAN 111 or placement into SPAN 112.","A","3","0/0","","O","20253","Introduction to Spanish Language and the Spanish-Speaking World II","Research","2025"
"0000164654","1.0","0000001325","SPAN","Students continue learning Spanish in an intercultural context. The course continues to examine the Spanish-speaking world through exploration of topics, for example: cities and urban life; housing; and the historical roots of culinary traditions and food production. In-class speaking, listening, reading, and writing activities are complemented by attendance at two required culture tables. Offered each semester and January Term. Does not count toward Spanish major. Prerequisite: SPAN 111 or placement into SPAN 112.","0","","","","","","Kris A. Cropsey","","S","100","24","Intro Spanish Language/World II","Prerequisite: completion of Spanish placement test or preceding course.;Not open to seniors.","112","{'day': 'Mo', 'end': '11:40', 'location': 'TBA', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TBA', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TBA', 'start': '10:45'}","False","SPAN 111 or placement into SPAN 112.","B","3","0/0","","O","20253","Introduction to Spanish Language and the Spanish-Speaking World II","Research","2025"
"0000164656","1.0","0000001294","SOAN","How do anthropologists study other cultures? Peoples around the world create different realities through the ways they conceptualize experience (cultures) and how they organize themselves to do what they need to do (societies). Anthropologists describe and compare cultures and societies, focusing on different aspects such as family and kinship, inequality and power, religion and values, economy and technology, cultural and social change. This course is open to first-year students or students in certain accredited programs. Offered each semester. Counts toward race and ethnic studies and gender and sexuality studies majors; and gender and sexuality studies concentrations.","0","","HBS;MCG;SCS","","","","Thomas A. Williamson","0/0","S","100","25","Intro to Cultural Anthropology","Open to first-year students only.","128","{'day': 'Tu', 'end': '13:10', 'location': 'OM 340', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 340', 'start': '12:45'}","False","False","","3","0/0","0/0","O","20253","Introduction to Cultural Anthropology","Research","2025"
"0000164657","1.0","0000036262","CSCI","This course introduces students to the C++ programming language and common data structures. Students develop their understanding of how machines store and operate on data, down to the individual bits. Students learn about storage space and run-time requirements of common data structures, including stacks, queues, linked lists, and trees. Combined with their deeper understanding of how the computer processes data, students analyze programs for efficiency and to apply the right data structure for specific scenarios. Offered each semester. Prerequisite: CSCI 121 or CSCI 125 or PHYS 130 or permission of instructor.","0","","","","","","Will E. Leeson","0/0","S","200","24","Intro to Data Structures in C++","This course is open only to first-year and sophomore students.","221","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 203', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RNS 203', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 203', 'start': '09:05'}","False","CSCI 121 or CSCI 125 or PHYS 130 or permission of instructor.","A","3","0/0","0/10","O","20253","Introduction to Data Structures in C++","Research","2025"
"0000164658","1.0","0000036262","CSCI","This course introduces students to the C++ programming language and common data structures. Students develop their understanding of how machines store and operate on data, down to the individual bits. Students learn about storage space and run-time requirements of common data structures, including stacks, queues, linked lists, and trees. Combined with their deeper understanding of how the computer processes data, students analyze programs for efficiency and to apply the right data structure for specific scenarios. Offered each semester. Prerequisite: CSCI 121 or CSCI 125 or PHYS 130 or permission of instructor.","0","","","","","","Olaf A. Hall-Holt","0/0","S","200","24","Intro to Data Structures in C++","This course is open only to first-year and sophomore students.","221","{'day': 'Mo', 'end': '14:55', 'location': 'TBA', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'TBA', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'TBA', 'start': '14:00'}","False","CSCI 121 or CSCI 125 or PHYS 130 or permission of instructor.","B","3","0/0","0/10","O","20253","Introduction to Data Structures in C++","Research","2025"
"0000164659","1.0","0000019891","THEAT","The attributes of the things we see and hear in the performances that we attend contribute strongly to our experience as an audience. This course considers the elements and principles of design and their application to performance work. Students study the performance space, scenery elements, costuming, lighting and shadow, and the aural experience that the audience encounters during a performance. Problem-solving, collaboration, and design development are included in project work. Also counts toward musical theater concentration.","0","","ALS-A;CRE;OEP","","","","Niffer M. Pflager","","S","100","18","Intro to Design: Perform","","140","{'day': 'Mo', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'TB 227', 'start': '11:50'}","False","False","","3","","","O","20253","Introduction to Design for Performance","Research","2025"
"0000164661","1.0","0000027324","RACE","This course provides an introduction to critical concepts and key readings about race and racism that are important to the field of Ethnic Studies. Focusing on identities and communities, students learn about racial formation and difference in U.S. and comparative cultural and historical contexts. How does race intersect with class, gender, nation, and sexuality to produce privileges and oppressions? Students survey the emergence of Ethnic Studies through literary texts including art, creative writing, film, music, popular culture, and/or the sciences to become acquainted with interdisciplinary approaches and how concerns for racial equity and social justice formed this academic field. Offered annually. Also counts toward Latin American studies major and Africa and the African Diaspora and Latin American studies concentrations.","0","","ALS-L;MCD;WRI;CRE;PAR","","","","Staff","","S","100","18","Intro to Race and Ethnic Studies","","121","{'day': 'Tu', 'end': '14:45', 'location': 'TOH 312', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'TOH 312', 'start': '14:15'}","False","False","B","3","","","O","20253","Introduction to Race and Ethnic Studies","Research","2025"
